row,column,original_data,sensitivity_level,protection_status,confidence,sensitive_types
75,rut,rut,No sensible,Estado desconocido,0.1,
75,telefono,telefono,No sensible,Estado desconocido,0.1,
75,ip,ip,No sensible,Estado desconocido,0.1,
76,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
76,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
76,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
76,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
76,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
77,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
77,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
77,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
77,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
77,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
78,email,admin@test.com,No sensible,Estado desconocido,0.1,
78,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
78,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
78,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
78,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
79,email,user@example.org,No sensible,Estado desconocido,0.1,
79,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
79,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
79,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
79,ip,localhost,No sensible,Estado desconocido,0.1,
80,email,email,No sensible,Estado desconocido,0.1,
80,password_hash,password_hash,No sensible,Estado desconocido,0.1,
80,rut,rut,No sensible,Estado desconocido,0.1,
80,telefono,telefono,No sensible,Estado desconocido,0.1,
80,ip,ip,No sensible,Estado desconocido,0.1,
81,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
81,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
81,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
81,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
81,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
82,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
82,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
82,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
82,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
82,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
83,email,admin@test.com,No sensible,Estado desconocido,0.1,
83,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
83,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
83,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
83,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
84,email,user@example.org,No sensible,Estado desconocido,0.1,
84,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
84,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
84,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
84,ip,localhost,No sensible,Estado desconocido,0.1,
85,email,email,No sensible,Estado desconocido,0.1,
85,password_hash,password_hash,No sensible,Estado desconocido,0.1,
85,rut,rut,No sensible,Estado desconocido,0.1,
85,telefono,telefono,No sensible,Estado desconocido,0.1,
85,ip,ip,No sensible,Estado desconocido,0.1,
86,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
86,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
86,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
86,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
86,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
87,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
87,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
87,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
87,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
87,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
88,email,admin@test.com,No sensible,Estado desconocido,0.1,
88,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
88,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
88,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
88,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
89,email,user@example.org,No sensible,Estado desconocido,0.1,
89,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
89,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
89,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
89,ip,localhost,No sensible,Estado desconocido,0.1,
90,email,email,No sensible,Estado desconocido,0.1,
90,password_hash,password_hash,No sensible,Estado desconocido,0.1,
90,rut,rut,No sensible,Estado desconocido,0.1,
90,telefono,telefono,No sensible,Estado desconocido,0.1,
90,ip,ip,No sensible,Estado desconocido,0.1,
91,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
91,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
91,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
91,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
91,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
92,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
92,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
92,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
92,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
92,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
93,email,admin@test.com,No sensible,Estado desconocido,0.1,
93,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
93,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
93,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
93,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
94,email,user@example.org,No sensible,Estado desconocido,0.1,
94,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
94,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
94,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
94,ip,localhost,No sensible,Estado desconocido,0.1,
95,email,email,No sensible,Estado desconocido,0.1,
95,password_hash,password_hash,No sensible,Estado desconocido,0.1,
95,rut,rut,No sensible,Estado desconocido,0.1,
95,telefono,telefono,No sensible,Estado desconocido,0.1,
95,ip,ip,No sensible,Estado desconocido,0.1,
96,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
96,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
96,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
96,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
96,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
97,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
97,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
97,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
97,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
97,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
98,email,admin@test.com,No sensible,Estado desconocido,0.1,
98,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
98,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
98,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
98,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
99,email,user@example.org,No sensible,Estado desconocido,0.1,
99,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
99,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
99,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
99,ip,localhost,No sensible,Estado desconocido,0.1,
100,email,email,No sensible,Estado desconocido,0.1,
100,password_hash,password_hash,No sensible,Estado desconocido,0.1,
100,rut,rut,No sensible,Estado desconocido,0.1,
100,telefono,telefono,No sensible,Estado desconocido,0.1,
100,ip,ip,No sensible,Estado desconocido,0.1,
101,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
101,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
101,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
101,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
101,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
102,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
102,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
102,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
102,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
102,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
103,email,admin@test.com,No sensible,Estado desconocido,0.1,
103,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
103,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
103,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
103,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
104,email,user@example.org,No sensible,Estado desconocido,0.1,
104,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
104,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
104,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
104,ip,localhost,No sensible,Estado desconocido,0.1,
105,email,email,No sensible,Estado desconocido,0.1,
105,password_hash,password_hash,No sensible,Estado desconocido,0.1,
105,rut,rut,No sensible,Estado desconocido,0.1,
105,telefono,telefono,No sensible,Estado desconocido,0.1,
105,ip,ip,No sensible,Estado desconocido,0.1,
106,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
106,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
106,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
106,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
106,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
107,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
107,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
107,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
107,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
107,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
108,email,admin@test.com,No sensible,Estado desconocido,0.1,
108,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
108,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
108,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
108,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
109,email,user@example.org,No sensible,Estado desconocido,0.1,
109,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
109,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
109,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
109,ip,localhost,No sensible,Estado desconocido,0.1,
110,email,email,No sensible,Estado desconocido,0.1,
110,password_hash,password_hash,No sensible,Estado desconocido,0.1,
110,rut,rut,No sensible,Estado desconocido,0.1,
110,telefono,telefono,No sensible,Estado desconocido,0.1,
110,ip,ip,No sensible,Estado desconocido,0.1,
111,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
111,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
111,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
111,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
111,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
112,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
112,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
112,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
112,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
112,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
113,email,admin@test.com,No sensible,Estado desconocido,0.1,
113,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
113,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
113,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
113,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
114,email,user@example.org,No sensible,Estado desconocido,0.1,
114,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
114,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
114,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
114,ip,localhost,No sensible,Estado desconocido,0.1,
115,email,email,No sensible,Estado desconocido,0.1,
115,password_hash,password_hash,No sensible,Estado desconocido,0.1,
115,rut,rut,No sensible,Estado desconocido,0.1,
115,telefono,telefono,No sensible,Estado desconocido,0.1,
115,ip,ip,No sensible,Estado desconocido,0.1,
116,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
116,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
116,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
116,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
116,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
117,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
117,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
117,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
117,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
117,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
118,email,admin@test.com,No sensible,Estado desconocido,0.1,
118,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
118,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
118,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
118,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
119,email,user@example.org,No sensible,Estado desconocido,0.1,
119,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
119,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
119,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
119,ip,localhost,No sensible,Estado desconocido,0.1,
120,email,email,No sensible,Estado desconocido,0.1,
120,password_hash,password_hash,No sensible,Estado desconocido,0.1,
120,rut,rut,No sensible,Estado desconocido,0.1,
120,telefono,telefono,No sensible,Estado desconocido,0.1,
120,ip,ip,No sensible,Estado desconocido,0.1,
121,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
121,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
121,rut,12.345.678-5,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
121,telefono,+56912345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
121,ip,192.168.1.100,Sensibilidad media,Sin protección,0.92,Dirección IP
122,email,maria.gonzalez@company.com,Sensibilidad alta,Sin protección,0.95,Email
122,password_hash,$2b$12$N9qo8uLOickgx2ZMRZoMye,Sensibilidad media,Protegido,0.95,
122,rut,11.111.111-1,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
122,telefono,+56987654321,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
122,ip,10.0.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
123,email,admin@test.com,No sensible,Estado desconocido,0.1,
123,password_hash,plaintext_password,No sensible,Estado desconocido,0.1,
123,rut,7654321-6,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
123,telefono,22123456,Sensibilidad media,Parcialmente protegido,0.95,Teléfono Chileno
123,ip,172.16.0.1,Sensibilidad media,Sin protección,0.92,Dirección IP
124,email,user@example.org,No sensible,Estado desconocido,0.1,
124,password_hash,aaf4c61ddcc5e8a2dabede0f3b482cd9aea9434d,Sensibilidad media,Protegido,1.0,
124,rut,8765432-K,Sensibilidad crítica,Sin protección,0.98,RUT Chileno
124,telefono,+56212345678,Sensibilidad media,Sin protección,0.85,Teléfono Internacional
124,ip,localhost,No sensible,Estado desconocido,0.1,
125,email,email,No sensible,Estado desconocido,0.1,
125,password_hash,password_hash,No sensible,Estado desconocido,0.1,
125,rut,rut,No sensible,Estado desconocido,0.1,
125,telefono,telefono,No sensible,Estado desconocido,0.1,
125,ip,ip,No sensible,Estado desconocido,0.1,
126,email,juan.perez@empresa.cl,Sensibilidad alta,Sin protección,0.95,Email
126,password_hash,5d41402abc4b2a76b9719d911017c592,Sensibilidad media,Protegido,0.8,
